품목별,항목,단위,2020.01 월,2020.02 월,2020.03 월,2020.04 월,2020.05 월,2020.06 월,2020.07 월,2020.08 월,2020.09 월,2020.10 월,2020.11 월,2020.12 월,2021.01 월,2021.02 월,2021.03 월,2021.04 월,2021.05 월,2021.06 월,2021.07 월,2021.08 월,2021.09 월,2021.10 월,2021.11 월,2021.12 월,2022.01 월,2022.02 월,2022.03 월,2022.04 월,2022.05 월,2022.06 월
기름용씨및 식물성기름 추출용의 것,수출액[천달러],천달러,122,83,232,206,184,157,230,178,295,134,230,121,1353,142,300,313,267,179,183,103,100,108,103,47,226,135,248,201,294,128
기름용씨및 식물성기름 추출용의 것,수입액[천달러],천달러,51084,64700,74379,86264,55763,92108,62572,41823,70790,39828,68389,78576,23021,77458,97880,108738,66178,79830,113877,92981,78284,65408,78823,79887,89871,81820,73299,124838,87414,103828
기타 기름용씨 및 기름함유 열매,수출액[천달러],천달러,48,53,67,43,27,30,84,82,44,115,571,160,91,202,80,32,43,50,226,154,257,147,190,245,378,83,51,64,131,225
기타 기름용씨 및 기름함유 열매,수입액[천달러],천달러,6372,4641,7522,5881,5932,7078,7000,5061,5921,9808,18037,23399,13063,5758,6784,5832,7238,10821,8073,5518,4124,11594,26974,28455,8227,5176,10780,6607,7280,5110
생고무(합성 및 재생고무 포함),수출액[천달러],천달러,221324,203437,211990,159778,133018,159462,195358,178597,219622,233714,259321,332693,334043,340473,377645,393411,389112,331773,289443,339566,331888,327627,312456,294083,247379,221304,274015,289410,265945,213066
생고무(합성 및 재생고무 포함),수입액[천달러],천달러,70423,66518,74091,69895,72819,62825,57952,53818,66332,60574,73990,84859,80997,76560,106865,89246,100346,98669,99452,105501,70269,93079,85653,110017,81515,84179,91151,86669,89923,92901
"천연고무,발라타.구타페으카.가이율.치클 및 이와 유사한 천연검",수출액[천달러],천달러,94,23,57,53,62,78,196,781,256,524,105,991,111,281,638,388,371,767,68,273,640,383,118,157,743,127,288,1595,272,202
"천연고무,발라타.구타페으카.가이율.치클 및 이와 유사한 천연검",수입액[천달러],천달러,35300,36844,46846,34007,38053,31954,31446,30347,37706,26228,39069,42945,43457,41959,58800,45536,59494,58630,56854,65875,33312,50923,46960,56901,54865,54431,56492,52459,48841,56967
"합성고무,재생고무",수출액[천달러],천달러,221230,203414,211933,159725,132956,159384,195162,177816,219366,233190,259216,331702,333933,340193,377007,393023,388741,331006,289375,339293,331248,327244,312338,293926,246636,221177,273727,287814,265674,212864
"합성고무,재생고무",수입액[천달러],천달러,35124,29674,27245,35888,34765,30871,26506,23471,28625,34346,34921,41913,37540,34601,48065,43709,40852,40040,42599,39626,36957,42156,38693,53116,26651,29748,34659,34210,41082,35934
콜크 및 나무,수출액[천달러],천달러,1297,993,1245,1576,1218,657,983,777,933,737,1049,826,1042,654,861,774,651,685,645,415,607,863,1181,735,710,678,668,987,418,982
콜크 및 나무,수입액[천달러],천달러,135111,102927,130933,133412,136104,145212,144016,131052,137497,147151,130115,156438,145151,125974,155427,182895,183116,221012,206266,198180,184096,184943,198152,206036,138308,129998,161749,142714,166073,168665
천연콜크및 천연콜크찌꺼기,수출액[천달러],천달러,39,33,17,38,,32,0,2,38,27,29,68,67,63,26,22,41,74,15,22,29,21,51,88,14,29,15,11,19,12
천연콜크및 천연콜크찌꺼기,수입액[천달러],천달러,118,15,31,60,34,68,83,0,13,27,51,21,13,118,0,170,116,3,10,67,120,21,51,257,181,58,70,171,53,136
연료용 나무(나무찌꺼기 제외) 및 숯,수출액[천달러],천달러,13,24,94,4,31,1,35,40,43,21,80,10,59,31,95,56,131,56,92,53,29,14,11,3,,,,,,
연료용 나무(나무찌꺼기 제외) 및 숯,수입액[천달러],천달러,8952,6404,8056,7155,7975,8447,8752,8643,7321,7380,7281,7987,6858,6068,7638,8073,8328,8033,6976,6625,6567,6916,8077,8827,1067,384,233,239,512,336
나무(칩상 또는 삭편상)및 나무찌꺼기,수출액[천달러],천달러,9,,1,5,,,0,1,4,1,,6,1,0,,8,0,6,0,3,0,6,8,,2,,,1,,3
나무(칩상 또는 삭편상)및 나무찌꺼기,수입액[천달러],천달러,35404,28981,35922,32464,35758,32182,26691,32104,41478,45319,38415,45184,38276,39121,44393,49722,45953,54883,48133,37100,33016,39160,53163,71025,58234,59754,66979,63170,78808,92667
원목,수출액[천달러],천달러,10,26,19,54,33,23,127,26,2,27,1,36,157,0,89,34,36,25,,27,15,2,21,,2,,14,137,31,72
원목,수입액[천달러],천달러,32000,25420,28707,32065,28983,36824,32298,25596,26922,31364,30826,37900,40617,22923,40264,50638,41078,62928,48599,48728,46461,42289,42431,41231,31625,26248,34385,40554,36068,33278
간단히 가공한 나무 및 철도용 침목,수출액[천달러],천달러,1227,910,1115,1476,1154,601,820,707,847,661,939,706,759,559,652,654,443,523,537,310,534,820,1090,644,693,649,639,837,368,895
간단히 가공한 나무 및 철도용 침목,수입액[천달러],천달러,58637,42108,58216,61669,63355,67691,76193,64709,61763,63060,53541,65346,59387,57744,63132,74293,87641,95165,102548,105659,97931,96556,94429,84697,47201,43554,60083,38581,50632,42248
펄프 및 폐지,수출액[천달러],천달러,7537,7835,9223,14466,15976,18270,11329,8874,8196,10049,7448,9120,8845,10099,15479,20953,12875,11445,13157,8436,9665,9353,9512,7132,7505,8952,12476,9365,9980,7751
펄프 및 폐지,수입액[천달러],천달러,122883,97965,121075,130604,116263,111415,92331,98210,100901,116638,95593,101908,111036,97892,127252,146378,130695,151508,176965,180764,141071,164628,145891,159869,132605,132399,139916,156305,195328,172743
펄프 및 폐지,수출액[천달러],천달러,7537,7835,9223,14466,15976,18270,11329,8874,8196,10049,7448,9120,8845,10099,15479,20953,12875,11445,13157,8436,9665,9353,9512,7132,7505,8952,12476,9365,9980,7751
펄프 및 폐지,수입액[천달러],천달러,122883,97965,121075,130604,116263,111415,92331,98210,100901,116638,95593,101908,111036,97892,127252,146378,130695,151508,176965,180764,141071,164628,145891,159869,132605,132399,139916,156305,195328,172743
섬유 및 그 웨이스트,수출액[천달러],천달러,124446,132665,138514,94101,73717,99923,115763,111515,134583,128635,127605,137285,117407,123619,153770,142735,138519,148292,142426,133752,132403,145923,152078,145156,124431,115232,127352,124246,128784,108900
섬유 및 그 웨이스트,수입액[천달러],천달러,51020,45644,61450,56520,39281,41238,42238,26658,28557,31732,37672,48211,42359,44085,49688,55491,60560,60040,51947,53110,43025,44967,49083,45861,48175,52745,57630,62074,60069,65418
견,수출액[천달러],천달러,1,5,,1,0,1,0,0,6,,,6,,,,,2,,0,0,0,2,28,,,,,,,0
견,수입액[천달러],천달러,1368,656,751,1187,403,298,632,116,347,483,361,488,166,210,780,565,482,774,375,243,309,911,268,1054,724,147,422,497,670,572
면,수출액[천달러],천달러,1798,2902,1153,1218,1050,1309,1365,792,1289,1154,1312,1725,1540,1573,1610,1768,1984,2216,1359,1229,1413,1047,1241,1957,1500,966,1686,1446,1500,1198
면,수입액[천달러],천달러,20028,15844,23113,23279,14246,16762,17511,7897,6956,9980,14724,20187,18749,19289,17562,24798,29970,29580,19851,26262,16990,19252,21059,20287,19782,27862,28120,33558,28383,32603
달리명시되지 않은 황마와 기타의 방직용 인피섬유,수출액[천달러],천달러,78,45,57,46,9,13,44,54,9,22,47,,,9,41,,41,,1,12,0,,,,,,,3,,
달리명시되지 않은 황마와 기타의 방직용 인피섬유,수입액[천달러],천달러,462,252,175,131,230,268,431,200,83,122,316,279,44,398,151,527,616,92,22,178,197,533,509,229,374,97,481,310,238,292
식물성 섬유 : 동섬유의 부스러기,수출액[천달러],천달러,0,1,1,0,1,5,2,1,2,,14,,,,0,0,,,3,0,0,,2,0,,18,,1,,
식물성 섬유 : 동섬유의 부스러기,수입액[천달러],천달러,144,70,139,126,108,45,185,74,107,20,42,50,194,58,153,170,178,178,246,176,58,78,177,144,16,27,128,104,170,237
방적에 적합한 합성섬유,수출액[천달러],천달러,93010,99806,102055,74395,54849,70949,81518,81873,97641,93447,92280,101148,86103,93595,115606,103461,102230,112678,106038,103595,98178,108930,112988,105314,92106,81820,89233,86366,85491,72335
방적에 적합한 합성섬유,수입액[천달러],천달러,3453,2680,5283,4364,3584,3537,4002,2669,3244,3509,3615,4710,3660,3076,4299,3859,3880,3870,4009,4081,3567,3443,4290,4419,1892,1543,1708,1982,2654,1937
방적에 적합한 기타 인공섬유,수출액[천달러],천달러,4837,4619,8938,5545,6327,6741,6378,5333,5811,5773,4272,4819,4756,4214,4260,4800,5978,3863,4598,4528,6383,5658,6095,5123,4329,5775,3697,3899,4931,4291
방적에 적합한 기타 인공섬유,수입액[천달러],천달러,10673,14064,12508,12990,10283,8244,8582,5982,7182,7817,8266,9759,8882,9287,11056,9938,10761,10987,11736,8467,9373,9547,9614,6195,12253,9166,10120,10615,10897,12201
양모 및 기타 수모(양모톱 제외),수출액[천달러],천달러,,,,0,,,1,,87,,0,,107,0,,,208,,,19,,9,,3,,33,0,5,,68
양모 및 기타 수모(양모톱 제외),수입액[천달러],천달러,12042,9125,16657,11641,8041,8812,7847,6700,7758,7064,7857,10201,7867,9173,13012,13188,13043,12235,12703,10731,9947,8633,10586,10765,10815,11704,14405,12864,14826,15192
낡은 의류 및 기타 낡은 섬유제품 : 넝마,수출액[천달러],천달러,24721,25289,26309,12897,11482,20904,26454,23462,29737,28238,29679,29586,24901,24228,32253,32706,28077,29535,30427,24369,26428,30278,31723,32758,26496,26620,32734,32527,36861,31009
낡은 의류 및 기타 낡은 섬유제품 : 넝마,수입액[천달러],천달러,2851,2953,2825,2803,2386,3271,3047,3019,2881,2737,2493,2537,2797,2594,2675,2446,1630,2323,3005,2972,2583,2570,2579,2767,2318,2200,2245,2144,2230,2385
미가공 비료 및 미가공 광물,수출액[천달러],천달러,13850,14100,14893,13195,10402,12523,11553,13782,13991,16906,15881,18886,20230,20096,26694,24020,28273,27016,32709,29962,30183,32228,45236,39995,40958,34571,43400,38257,43592,45063
미가공 비료 및 미가공 광물,수입액[천달러],천달러,89451,61339,90641,87860,75286,72922,73045,71156,76310,78772,69757,94747,87422,89000,87587,96819,86661,93747,83612,88509,87598,96925,112150,134989,105942,92037,96746,98016,111053,94703
미가공비료(56항의 것 제외),수출액[천달러],천달러,593,448,860,526,514,1550,950,1243,781,457,599,804,519,516,879,737,927,1112,1348,1319,946,826,1731,1141,1021,657,1322,1571,1657,760
미가공비료(56항의 것 제외),수입액[천달러],천달러,7415,3184,5960,5679,8022,5676,5214,5585,3088,6386,2860,5392,7652,5961,4021,8252,6518,5094,3400,9046,1747,9882,4951,17287,4759,8301,10721,14636,11483,6396
"돌,모래 및 자갈",수출액[천달러],천달러,1268,1934,1231,1372,586,910,1347,913,1574,1229,1001,1549,1641,1218,1197,1828,1235,1403,2118,1318,1537,2074,1512,1645,1401,920,1435,1432,1302,1013
"돌,모래 및 자갈",수입액[천달러],천달러,10745,8939,18052,11985,11723,13596,11668,11241,14896,10618,13265,15140,10608,8701,10141,17332,13488,20091,10415,11790,14863,11275,13352,14386,18252,16660,13438,19470,9644,17581
유황 및 하소하지 않은 황하철광,수출액[천달러],천달러,3754,2954,2927,2544,2694,2886,2629,3190,3450,3522,4903,5602,6205,9424,11506,11078,16047,14032,16316,16994,14661,18595,27207,24931,27619,24659,29447,27391,30160,34529
유황 및 하소하지 않은 황하철광,수입액[천달러],천달러,536,919,245,161,90,72,52,55,67,71,81,246,174,222,603,200,144,577,494,707,200,966,1861,3240,1445,4117,3043,1396,1557,558
달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수출액[천달러],천달러,1151,1069,1205,789,915,844,1290,1049,1728,1359,1401,1390,1560,1512,1437,1675,1530,1681,1426,1590,1769,2905,2302,2187,2035,1311,1564,1310,2027,1826
달리 명시되지 않은 천연연마재(공업용 다이아몬드 포함),수입액[천달러],천달러,3485,3496,4400,3127,2166,2307,3049,3007,3276,3335,4007,4870,3912,3394,4093,4507,4352,5181,4922,4095,4283,5213,6286,6684,6261,4468,5514,5226,5424,4045
기타 미가공 광물,수출액[천달러],천달러,7084,7695,8671,7965,5693,6333,5337,7387,6457,10340,7977,9541,10305,7426,11676,8701,8533,8788,11501,8741,11269,7827,12484,10091,8882,7024,9632,6553,8446,6935
기타 미가공 광물,수입액[천달러],천달러,67271,44800,61985,66907,53284,51271,53062,51267,54983,58362,49542,69098,65075,70721,68730,66528,62158,62804,64381,62872,66506,69588,85699,93392,75224,58492,64031,57288,82945,66123
금속성 광석 및 금속 부스러기,수출액[천달러],천달러,71364,63396,125659,192527,80297,80781,171161,98086,90774,105108,196860,133207,112963,149156,138345,282885,250796,235877,217845,284129,239911,164269,207946,286918,217977,252724,161959,343086,225448,233591
금속성 광석 및 금속 부스러기,수입액[천달러],천달러,1790823,1462732,1703986,1950838,1500048,1478109,1868259,1460483,2034007,1897001,2324879,2245377,2341178,2329186,2527236,2997784,2489489,2976059,3308906,2763096,2899654,3180201,2838993,3196167,2740599,2374810,2562955,2849367,3008773,2527666
철광석 및 정광,수출액[천달러],천달러,0,185,,254,484,1283,974,1049,1807,1213,870,1275,779,605,1738,1265,3626,3474,2195,1282,1206,644,261,363,,2005,537,1271,238,1442
철광석 및 정광,수입액[천달러],천달러,590710,463473,464768,610795,430132,428029,552789,617047,558253,654867,873570,684949,763681,904223,927846,980663,910708,1180021,1041318,1054876,1140278,1149110,968390,1053822,870692,653360,745396,552466,980042,793292
철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수출액[천달러],천달러,11508,12902,15066,9330,9537,9385,16311,12004,18668,16108,11989,22221,14394,15867,28792,45323,40220,40807,36432,31104,27450,33502,28812,27726,17104,16022,15254,27528,41232,24317
철의 웨이스트와 스크랩 및 철강의 재용해용 잉곳,수입액[천달러],천달러,135682,126446,158537,132494,101584,101961,97707,94501,110382,130333,124543,151723,110095,187190,174013,198840,189892,217489,268453,314894,273900,257292,252176,308364,238010,256784,375537,329553,323345,264712
동광석 및 정광 : 동매트 시멘트동,수출액[천달러],천달러,15392,12519,59144,40366,35388,12858,31149,27941,2235,36205,89488,48651,43019,80297,29404,135062,117092,107688,105811,154041,116651,59668,103825,168670,141715,184140,85436,214344,110972,135259
동광석 및 정광 : 동매트 시멘트동,수입액[천달러],천달러,324066,217332,377498,452803,293912,337156,527543,256094,378644,349432,442377,474098,483475,481123,195324,617681,496806,501038,872434,413666,594741,616482,551927,550915,741124,579723,465837,909714,600321,548546
"니켈광석 및 정광 : 니켈매트,니켈신터",수출액[천달러],천달러,,78,180,323,68,216,203,4,111,220,9,,50,21,331,89,28,393,22,625,324,81,395,357,169,659,211,324,36,38
"니켈광석 및 정광 : 니켈매트,니켈신터",수입액[천달러],천달러,11253,18195,25884,30627,18184,20160,23541,23010,39510,18392,26302,41977,26598,6042,36981,23991,32207,33812,40081,41572,42351,35942,46624,48833,26875,15579,70015,45295,71229,85908
알루미늄광과 그 정광,수출액[천달러],천달러,2715,2103,2032,2176,1625,1983,1603,1872,2998,2896,2730,2719,2745,2524,3154,3202,2563,3999,2944,3604,3073,3138,3681,3420,,4,4,,4,8
알루미늄광과 그 정광,수입액[천달러],천달러,10895,11282,15749,13764,11030,15348,10083,11007,12979,13375,11429,12160,9856,12191,14108,14473,11847,8341,15020,12407,13152,15083,15199,15390,4345,3308,470,2883,3348,3489
우라늄 및 토륨광석 및 정광,수출액[천달러],천달러,6,,,,6,1,8,,,6,,,,,8,9,,,6,,,6,,,,,,,,
우라늄 및 토륨광석 및 정광,수입액[천달러],천달러,,,0,,,,,,,,,,,,12,12,,2,,0,,,,,,,,,,
달리 명시되지 않은 금속의 광석 및 정광(귀금속 제외),수출액[천달러],천달러,2284,1498,16411,7497,6628,12336,3959,4067,4210,3379,4582,5947,5618,3953,14403,6614,8979,23812,14266,11748,12430,15383,12436,27757,10249,6959,8576,21015,7953,17689
달리 명시되지 않은 금속의 광석 및 정광(귀금속 제외),수입액[천달러],천달러,330127,273084,295512,342655,339977,297805,289208,145804,550663,302626,417089,439539,484753,228141,564731,565389,260219,465264,536517,447659,304200,591161,442697,660732,463898,472178,472504,573749,578587,463618
달리 명시되지 않는 비철금속의 웨이스트,수출액[천달러],천달러,10351,10389,11818,9643,10588,12523,15624,14788,16900,15274,19893,19287,18617,13425,21970,33709,27022,26157,22739,33069,24510,28255,21332,33984,17463,13344,13853,37318,33807,29226
달리 명시되지 않는 비철금속의 웨이스트,수입액[천달러],천달러,266891,263921,253770,233342,188631,199177,217273,238945,251080,264885,266093,266966,257698,295774,382761,393304,398415,412641,402985,375200,411736,417917,430873,461304,276489,255762,297345,281812,298096,238444
귀금속의 광석 및 정광 : 귀금속의 웨이스트,수출액[천달러],천달러,29107,23721,21007,122937,15974,30197,101329,36361,43845,29808,67300,33108,27743,32464,38546,57612,51267,29547,33428,48655,54267,23595,37204,24640,31276,29590,38088,41286,31206,25612
귀금속의 광석 및 정광 : 귀금속의 웨이스트,수입액[천달러],천달러,121198,88999,112269,134358,116598,78473,150114,74075,132495,163092,163476,173965,205022,214503,231462,203431,189395,157451,132098,102823,119295,97214,131109,96808,119167,138115,135852,153894,153805,129656
달리 명시되지 않은 미가공 동식물성 물질,수출액[천달러],천달러,29001,28461,52065,40005,37648,52651,59351,35562,38228,41445,43039,46071,34304,32668,49947,42065,45541,51403,48088,42193,39741,40999,46536,51055,41495,37865,47572,43134,49098,53337
달리 명시되지 않은 미가공 동식물성 물질,수입액[천달러],천달러,89557,75689,87657,87780,78498,80568,89296,77391,76677,90669,74877,86109,88810,66477,98612,85914,89233,83402,82529,80814,81226,89506,101066,96942,99267,88898,95672,91224,108234,82616
달리 명시되지 않은 미가동 동물성 물질,수출액[천달러],천달러,4004,2537,7856,7255,5151,10814,9668,4356,5297,7664,5221,6706,3114,2236,4519,3944,7078,9866,9059,5871,3568,4834,5573,5486,3978,2520,3584,4401,9058,5343
달리 명시되지 않은 미가동 동물성 물질,수입액[천달러],천달러,37049,20379,28394,25584,24702,24020,25745,21129,24868,30176,23942,22583,27636,15638,24751,21782,20811,20703,26657,17486,20865,25549,34338,20983,33307,17884,24776,23901,27456,18581
달리 명시되지 않은 미가공 식물성 물질,수출액[천달러],천달러,24997,25923,44209,32751,32497,41837,49683,31206,32931,33781,37818,39365,31190,30432,45428,38121,38463,41537,39029,36322,36174,36165,40963,45568,37517,35345,43988,38734,40040,47994
달리 명시되지 않은 미가공 식물성 물질,수입액[천달러],천달러,52508,55311,59263,62197,53796,56548,63551,56261,51809,60493,50935,63526,61175,50839,73861,64132,68422,62699,55871,63328,60361,63957,66728,75958,65961,71014,70896,67323,80777,64036
"광물성연료,윤활유 및 관련물질",수출액[천달러],천달러,3479657,2855786,2426633,1560009,1251660,1756922,2157098,2080018,2038007,1733964,1860780,2243064,1970959,2506447,2868728,3085309,3237821,3180545,3784250,3209389,3712596,4254089,4168001,4033733,3828769,4304683,5627830,5299983,6646615,5643456
"광물성연료,윤활유 및 관련물질",수입액[천달러],천달러,12067750,10683475,8759531,6465263,5033951,5039263,6332691,6024916,6580307,6250941,5833766,7491004,8250511,9649741,9431860,9715450,9823408,10284882,12211643,11962811,12417905,13377317,14610353,15836346,18410843,14984528,18659150,17404782,17100583,16130955
"석탄,코크 및 연탄",수출액[천달러],천달러,3782,32,7784,6604,3356,3107,3026,3308,3157,94,1134,43,61,8783,8411,29104,34082,11511,10470,4181,10443,6204,323,35,13893,108,64,102,70,89
"석탄,코크 및 연탄",수입액[천달러],천달러,964037,762143,828486,955594,810785,744697,789292,708121,806629,707353,718560,800713,660321,717539,1036460,860017,843014,991484,1430642,1274030,1616249,1337670,1965103,1966719,2074469,1945955,2137096,2132871,2793502,2865006
석탄,수출액[천달러],천달러,30,5,4,10,,,,12,9,33,,5,18,3,41,7,20,3,10,1,51,3,59,,12,18,7,76,1,1
석탄,수입액[천달러],천달러,953728,755890,818271,946939,803318,738585,781441,700242,799304,699463,711346,794713,650073,708565,1023985,848099,833378,978103,1419069,1262088,1602730,1318460,1940675,1948674,2054788,1931322,2124749,2115578,2776181,2851736
"석탄,갈탄 및 토탄",수출액[천달러],천달러,18,,23,,,,,,,0,5,0,24,0,23,0,,,,,,0,9,27,,0,33,,,
"석탄,갈탄 및 토탄",수입액[천달러],천달러,1231,1407,1192,1822,2214,1682,2053,2167,1618,1830,879,1045,1374,2563,2316,1471,1643,1627,1466,1690,4335,2577,5451,2289,2091,1970,2010,1395,1862,1297
"석탄,갈탄,또는 토탄의 코크 및 반성코크 : 분류카아본",수출액[천달러],천달러,3734,28,7756,6594,3356,3107,3026,3296,3148,61,1129,37,19,8780,8346,29097,34062,11508,10459,4179,10392,6201,255,8,13881,90,24,26,69,87
"석탄,갈탄,또는 토탄의 코크 및 반성코크 : 분류카아본",수입액[천달러],천달러,9078,4845,9022,6833,5252,4430,5798,5712,5707,6060,6336,4955,8874,6411,10159,10447,7994,11754,10107,10251,9183,16632,18978,15755,17590,12662,10337,15898,15460,11972
"석유,석유제품 및 관련물질",수출액[천달러],천달러,3429008,2824627,2384757,1518181,1214774,1722038,2124800,2047215,1997122,1695984,1823212,2205967,1927853,2464542,2829439,3027167,3174417,3132317,3712610,3161682,3651858,4199427,4013487,3986047,3776898,4276784,5602172,5275442,6620959,5608568
"석유,석유제품 및 관련물질",수입액[천달러],천달러,8690726,7526168,5988111,3814331,2649582,2949972,4394446,4483096,4742814,4225158,3739824,4837398,5368110,5776845,6229212,7391654,7200805,7457863,8274030,8372253,8254573,8917715,8997027,9789014,9948352,9473256,10831091,12240218,11242558,10928042
원유 및 역청질 광물원유,수출액[천달러],천달러,3,0,0,,,,,,,,,,,,,,,,,,,0,,,,,6,,,3
원유 및 역청질 광물원유,수입액[천달러],천달러,6382596,5676823,4556077,3020539,2003633,2128237,3339463,3503872,3585930,3545772,2904960,3807695,4012043,4278207,4532165,5412029,5382448,5575108,5783571,6078925,5764059,6486477,6618662,7088835,7649488,6991792,8334978,9655024,8878242,8535603
석유와 역청유(원유를 제외) 및 이들의 조제품,수출액[천달러],천달러,3238804,2640531,2200589,1409320,1096076,1568299,1961178,1909288,1850753,1574358,1685845,2077041,1769379,2290251,2663120,2881689,3005953,2931110,3486198,2966114,3482866,4001522,3765022,3776668,3597212,4062074,5379636,5031953,6364672,5388213
석유와 역청유(원유를 제외) 및 이들의 조제품,수입액[천달러],천달러,2195237,1745138,1327935,741169,606266,767930,1003221,924761,1095488,623329,773855,938891,1267193,1379958,1585583,1846531,1675397,1765388,2361498,2184303,2318348,2309295,2245030,2605440,2148850,2389276,2394325,2488833,2278761,2281954
달리 명시되지 않은 않은 잔여 석유생산물 및 관련물질,수출액[천달러],천달러,190201,184095,184168,108861,118698,153739,163622,137927,146368,121627,137367,128926,158474,174290,166319,145478,168464,201206,226413,195567,168993,197905,248465,209379,179686,214710,222530,243489,256287,220352
달리 명시되지 않은 않은 잔여 석유생산물 및 관련물질,수입액[천달러],천달러,112893,104207,104100,52623,39682,53804,51762,54463,61396,56058,61008,90812,88874,118680,111464,133094,142961,117367,128961,109026,172165,121942,133335,94738,150015,92188,101788,96361,85555,110485
천연가스 및 제조가스,수출액[천달러],천달러,46867,31127,34092,35224,33531,31777,29273,29496,37728,37886,36434,37054,43044,33122,30879,29038,29321,36717,61169,43527,50295,48458,154191,47651,37978,27792,25593,24438,25586,34800
천연가스 및 제조가스,수입액[천달러],천달러,2412987,2395165,1942933,1695338,1573585,1344594,1148953,833699,1030864,1318430,1375382,1852894,2222080,3155357,2166189,1463779,1779588,1835535,2506971,2316528,2547083,3121933,3648223,4080614,6388021,3565318,5690963,3031693,3064523,2337908
액화프로판 및 부탄,수출액[천달러],천달러,40087,27085,29163,32551,29519,26261,26082,25882,34340,33648,33334,31648,32793,24791,22907,19493,20680,29243,41856,29858,26304,40309,34724,35554,29686,20619,19762,18386,19188,16653
액화프로판 및 부탄,수입액[천달러],천달러,454487,272401,289592,204852,180946,194268,236927,204359,246126,241789,249452,310488,369011,395656,313665,356433,382449,379782,484613,429294,413719,503703,547208,630717,690359,628759,651271,632116,604169,394839
천연개스,수출액[천달러],천달러,,,,1039,1811,812,,973,1660,835,23,767,0,0,2164,0,1239,2405,12895,2165,12182,424,110348,0,369,0,0,496,128,3958
천연개스,수입액[천달러],천달러,1949108,2110180,1636739,1481172,1389046,1145198,906099,620816,772814,1061443,1117854,1525919,1830160,2741845,1838728,1093414,1383946,1442987,2002038,1860150,2114331,2606288,3097619,3441345,5689479,2932116,5034549,2392331,2447878,1925945
기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소,수출액[천달러],천달러,6706,3994,4854,1600,2178,4689,3143,2625,1704,3369,3051,4584,10232,8291,5756,9513,7359,4989,6377,11450,11754,7659,9020,12019,7847,7136,5746,5503,6181,14100
기타 석유가스 및 달리 명시되지 않은 기타 가스성 탄화수소,수입액[천달러],천달러,9392,12583,16602,9314,3593,5128,5927,8525,11923,15198,8077,16486,22909,17857,13796,13932,13192,12766,20320,27084,19032,11942,3396,8552,8182,4443,5142,7246,12475,17124
"석탄가스,수성가스,발생로가스 및 유사가스",수출액[천달러],천달러,73,48,75,34,22,15,47,16,24,34,26,56,19,40,52,32,43,80,40,54,55,67,99,78,77,36,86,53,89,90
"석탄가스,수성가스,발생로가스 및 유사가스",수입액[천달러],천달러,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0
동식물성유지 및 왁스,수출액[천달러],천달러,5929,7942,9072,7657,5751,8123,7694,8738,7297,8200,7374,6081,5821,6899,9551,9001,9710,8044,10423,11873,9119,8497,8203,12072,11421,8177,10169,14578,15461,8789
동식물성유지 및 왁스,수입액[천달러],천달러,113913,98361,134599,115358,93470,99345,137275,89089,115315,84737,104604,113070,126231,171943,150378,177761,202082,197632,202232,203533,168495,160725,196303,178746,157532,151870,218891,210629,224087,229238
동물성 유지,수출액[천달러],천달러,1534,601,469,556,1114,1572,885,1671,1075,1974,1403,876,1048,1062,2583,1841,2370,2341,1236,3106,1118,3324,2865,3084,3126,3251,3291,4170,4348,2735
동물성 유지,수입액[천달러],천달러,5409,4991,3253,4900,4810,1762,4805,3451,2811,4532,5074,5356,4469,4720,6593,6611,7000,6537,2504,3726,3387,8780,4722,6447,5472,4013,8870,5440,4966,7762
동물성 유지,수출액[천달러],천달러,1534,601,469,556,1114,1572,885,1671,1075,1974,1403,876,1048,1062,2583,1841,2370,2341,1236,3106,1118,3324,2865,3084,3126,3251,3291,4170,4348,2735
동물성 유지,수입액[천달러],천달러,5409,4991,3253,4900,4810,1762,4805,3451,2811,4532,5074,5356,4469,4720,6593,6611,7000,6537,2504,3726,3387,8780,4722,6447,5472,4013,8870,5440,4966,7762
"불휘발성 식물성기름,조유,정제 또는 분획된 것",수출액[천달러],천달러,2525,3513,3120,3612,2410,3187,3359,2534,2920,2659,2970,2807,3335,3491,3720,3690,3172,2824,2670,3179,3585,3269,2985,3428,3127,2406,3576,3823,3516,2994
"불휘발성 식물성기름,조유,정제 또는 분획된 것",수입액[천달러],천달러,99011,85822,121477,96608,79111,87747,124150,77817,104371,71060,89870,95505,109211,154834,126663,156494,175463,176534,186439,185252,152669,138220,175880,155952,134838,131112,186056,190448,188921,199642
연성불휘발성 식물성기름,수출액[천달러],천달러,2043,3012,2608,2853,1956,2650,2813,1999,2455,2069,2577,2187,2898,3075,3154,3098,2348,2366,2295,2716,3198,2581,2606,2947,2683,1951,3015,3072,3001,2687
연성불휘발성 식물성기름,수입액[천달러],천달러,52838,37170,64747,41040,37213,42742,65289,31367,60459,41618,50536,40689,56786,65209,74393,69233,94675,91375,89527,87639,109674,78705,109693,73159,68040,33433,73748,74870,60612,95107
